id,board,black_score,best_move
1243,8/3k3p/5pp1/8/2R5/2p1P1PP/2r2P2/4K3 b - - 0 37,4.0,d7e6
1244,8/7p/3k1pp1/8/2R2P2/2p1P1PP/2r5/4K3 b - - 0 38,74.0,d6d5
1245,2R5/7p/5pp1/3k4/5P2/2p1P1PP/2r5/4K3 b - - 2 39,379.0,d5e4
1246,4R3/7p/5pp1/8/4kP2/2p1P1PP/2r5/4K3 b - - 4 40,475.0,e4d3
1247,3R4/7p/5pp1/8/5P2/2pkP1PP/2r5/4K3 b - - 6 41,503.0,d3e3
1248,3R4/7p/5pp1/8/5P2/2p1k1PP/2r5/3K4 b - - 1 42,1013.0,c2d2
1249,8/7p/5pp1/8/5P2/2p1k1PP/3R4/3K4 b - - 0 43,1204.0,c3d2
1250,8/7p/5pp1/5P2/8/4k1PP/3p4/3K4 b - - 0 44,,e3d3
1251,8/7p/5p2/5p2/7P/4k1P1/3p4/3K4 b - - 0 45,,e3d3
1252,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-16.0,g8f6
1253,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,-15.0,e7e6
1254,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-8.0,f8b4
1255,rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq - 1 4,-13.0,f8e7
1256,rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR b KQkq - 0 5,-18.0,e8g8
1257,rnbqk2r/ppp1bpp1/4pn1p/3p4/2PP3B/2N1P3/PP3PPP/R2QKBNR b KQkq - 1 6,-14.0,d5c4
1258,rnbq1rk1/ppp1bpp1/4pn1p/3p4/2PP3B/2NBP3/PP3PPP/R2QK1NR b KQ - 3 7,18.0,d5c4
1259,rnbq1rk1/p1p1bpp1/1p2pn1p/3p4/2PP3B/2NBP3/PP2NPPP/R2QK2R b KQ - 1 8,10.0,d5c4
1260,rn1q1rk1/pbp1bpp1/1p2pn1p/3p4/2PP3B/2NBP3/PP2NPPP/R2Q1RK1 b - - 3 9,12.0,b8d7
1261,r2q1rk1/pbpnbpp1/1p2pn1p/3p4/2PP3B/2NBPP2/PP2N1PP/R2Q1RK1 b - - 0 10,33.0,d5c4
1262,r2q1rk1/pb1nbpp1/1p2pn1p/2pp4/2PP3B/2NBPP2/PP2N1PP/2RQ1RK1 b - - 1 11,35.0,d5c4
1263,2rq1rk1/pb1nbpp1/1p2pn1p/2pp4/2PP3B/1PNBPP2/P3N1PP/2RQ1RK1 b - - 0 12,55.0,c5d4
1264,2rq1rk1/pb1nbpp1/1p2pn1p/3p4/2PP3B/1PNB1P2/P3N1PP/2RQ1RK1 b - - 0 13,55.0,f8e8
1265,2rq1rk1/pb1nbpp1/1p2pn1p/8/2PP3B/2NB1P2/P3N1PP/2RQ1RK1 b - - 0 14,42.0,d7b8
1266,2rq1rk1/1b1nbpp1/pp2pn1p/8/2PP3B/2NB1P2/P3N1PP/2RQ1R1K b - - 1 15,15.0,e6e5
1267,2rq1rk1/1b1nbpp1/pp3n1p/3Pp3/2P4B/2NB1P2/P3N1PP/2RQ1R1K b - - 0 16,105.0,f6d5
1268,2rq1rk1/1b1nbpp1/pp5p/3Np3/2P4B/3B1P2/P3N1PP/2RQ1R1K b - - 0 17,102.0,e7h4
1269,2rq1rk1/1b1n1pp1/pp5p/3NpB2/2P4b/5P2/P3N1PP/2RQ1R1K b - - 1 18,134.0,b7d5
1270,3q1rk1/1b1n1pp1/pp5p/2rNpB2/2P4b/1Q3P2/P3N1PP/2R2R1K b - - 3 19,165.0,b7d5
1271,3q1rk1/3n1pp1/pp5p/2rPpB2/7b/1Q3P2/P3N1PP/2R2R1K b - - 0 20,171.0,c5c1
1272,3q1rk1/3n1pp1/pp5p/3PpB2/7b/1Q3P2/P3N1PP/2R4K b - - 0 21,179.0,d7c5
1273,3q1rk1/5pp1/pp5p/2nPpB2/2Q4b/5P2/P3N1PP/2R4K b - - 2 22,181.0,h4e7
1274,3q1rk1/5p2/pp4pp/2nPp3/2Q4b/5P2/P1B1N1PP/2R4K b - - 1 23,179.0,h4e7
1275,3q1rk1/5p2/pp4pp/2nPp3/2Q5/2N2P2/P1B2bPP/2R4K b - - 3 24,146.0,f2e3
1276,3q1rk1/8/pp4pp/2nPpp2/2Q5/2N2P2/P1B2bPP/3R3K b - - 1 25,164.0,b6b5
1277,5rk1/8/pp1q2pp/2nPpp2/P1Q5/2N2P2/2B2bPP/3R3K b - - 0 26,149.0,h6h5
1278,6k1/5r2/pp1q2pp/2nPpp2/P1Q5/2N2P1P/2B2bP1/3R3K b - - 0 27,168.0,f7c7
1279,6k1/2r5/pp1q2pp/2nPpp2/P7/2N2P1P/2B1QbP1/3R3K b - - 2 28,204.0,f2d4
1280,6k1/2r5/pp1q2pp/2nPpp2/P2b4/5P1P/2B1Q1P1/1N1R3K b - - 4 29,312.0,g8h7
1281,6k1/2r5/pp4pp/2nqpp2/P2b4/5P1P/2BNQ1P1/3R3K b - - 1 30,323.0,g8h7
1282,8/2r3k1/pp4pp/2nqpp2/P1Nb4/5P1P/2B1Q1P1/3R3K b - - 3 31,367.0,c5a4
1283,8/2r3k1/pp4pp/3qpp2/n2b4/4NP1P/2B1Q1P1/3R3K b - - 1 32,380.0,d5d7
1284,8/2r3k1/pp4pp/1q2pp2/B2b4/4NP1P/4Q1P1/3R3K b - - 0 33,837.0,b5e2
1285,8/2r3k1/pp4pp/3Npp2/B2b4/5P1P/4q1P1/3R3K b - - 1 34,875.0,e2d1
1286,rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq - 0 1,16.0,d7d5
1287,rnbqkbnr/ppp1pppp/8/3p4/8/3P4/PPPNPPPP/R1BQKBNR b KQkq - 1 2,25.0,c7c5
1288,rnbqkbnr/ppp2ppp/8/3pp3/4P3/3P4/PPPN1PPP/R1BQKBNR b KQkq - 0 3,23.0,g8f6
1289,rnbqkb1r/ppp2ppp/5n2/3pp3/4P3/3P1N2/PPPN1PPP/R1BQKB1R b KQkq - 2 4,33.0,b8c6
1290,r1bqkb1r/ppp2ppp/2n2n2/3pp3/4P3/3P1N1P/PPPN1PP1/R1BQKB1R b KQkq - 0 5,32.0,a7a5
1291,r1bqk2r/ppp2ppp/2n2n2/2bpp3/4P3/3P1N1P/PPPNBPP1/R1BQK2R b KQkq - 2 6,40.0,d5e4
1292,r1bq1rk1/ppp2ppp/2n2n2/2bpp3/4P3/2PP1N1P/PP1NBPP1/R1BQK2R b KQ - 0 7,29.0,a7a5
1293,r1bq1rk1/1pp2ppp/2n2n2/p1bpp3/4P3/2PP1N1P/PP1NBPP1/R1BQ1RK1 b - - 1 8,31.0,h7h6
1294,r1bq1rk1/bpp2ppp/2n2n2/p2pp3/4P3/2PP1N1P/PPQNBPP1/R1B2RK1 b - - 3 9,37.0,f8e8
1295,r1b2rk1/bpp1qppp/2n2n2/p2pp3/P3P3/2PP1N1P/1PQNBPP1/R1B2RK1 b - - 0 10,44.0,c8e6
1296,r1br2k1/bpp1qppp/2n2n2/p2pp3/P3P3/2PP1N1P/1PQNBPP1/R1B1R1K1 b - - 2 11,45.0,e7c5
1297,r2r2k1/bpp1qppp/2n1bn2/p2pp3/P3P3/2PP1N1P/1PQ1BPP1/R1B1RNK1 b - - 4 12,48.0,d5d4
1298,r2r2k1/bpp2ppp/2n1bn2/p1qpp3/P3P3/2PPNN1P/1PQ1BPP1/R1B1R1K1 b - - 6 13,93.0,d5d4
1299,r2r2k1/bpp2ppp/2n1bn2/p1q1p3/P2PP3/3PNN1P/1PQ1BPP1/R1B1R1K1 b - - 0 14,77.0,e5d4
1300,r2r2k1/bpp2ppp/4bn2/p1q1p3/P2NP3/3PN2P/1PQ1BPP1/R1B1R1K1 b - - 0 15,87.0,e5d4
1301,r5k1/bpp2ppp/4bn2/p1q1p3/P2rP3/3PN2P/1PQBBPP1/R3R1K1 b - - 1 16,154.0,f6e4
1302,r5k1/bpp2ppp/4b3/B1q1p3/P2rn3/3PN2P/1PQ1BPP1/R3R1K1 b - - 0 17,373.0,e4f2
1303,r5k1/bpB2ppp/4b3/2q1p3/P2r4/3PN2P/1PQ1BnP1/R3R1K1 b - - 0 18,467.0,c5c2
1304,r5k1/bpB2ppp/4b3/4p3/P2r4/3P3P/1PN1BnP1/R3R1K1 b - - 0 19,451.0,d4d7
1305,r5k1/bp1r1ppp/4b3/B3p3/P7/3P3P/1PN1BnP1/R3R1K1 b - - 2 20,465.0,f2d3
1306,r5k1/bp1r1ppp/4b3/B3p3/P7/3n3P/1PN1B1P1/R3RK2 b - - 1 21,471.0,d3e1
1307,r5k1/bp1r1ppp/4b3/4p3/P7/7P/1PN1B1P1/R3BK2 b - - 0 22,478.0,e6f5
1308,r5k1/bp1r1ppp/8/4p3/P7/1b2N2P/1P2B1P1/R3BK2 b - - 2 23,487.0,a7e3
1309,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-34.0,c7c5
1310,rnbqkbnr/pp1ppppp/8/2p5/4P3/6P1/PPPP1P1P/RNBQKBNR b KQkq - 0 2,5.0,b8c6
1311,rnbqkbnr/pp2pppp/8/2pp4/4P3/6P1/PPPP1PBP/RNBQK1NR b KQkq - 1 3,26.0,d5e4
1312,rnbqkbnr/pp2pppp/8/2p5/4B3/6P1/PPPP1P1P/RNBQK1NR b KQkq - 0 4,41.0,g7g6
1313,rnbqkb1r/pp2pppp/5n2/2p5/8/6P1/PPPP1PBP/RNBQK1NR b KQkq - 2 5,35.0,g7g6
1314,rnbqkb1r/pp3ppp/5n2/2p1p3/8/3P2P1/PPP2PBP/RNBQK1NR b KQkq - 0 6,20.0,b8c6
1315,r1bqkb1r/pp3ppp/2n2n2/2p1p3/8/3P2PP/PPP2PB1/RNBQK1NR b KQkq - 0 7,53.0,f8e7
1316,r1bqk2r/pp3ppp/2nb1n2/2p1p3/8/3P2PP/PPP1NPB1/RNBQK2R b KQkq - 2 8,56.0,c8e6
1317,r1bq1rk1/pp3ppp/2nb1n2/2p1p3/8/2NP2PP/PPP1NPB1/R1BQK2R b KQ - 4 9,50.0,c8e6
1318,r1bq1rk1/pp3pp1/2nb1n1p/2p1p3/8/2NP2PP/PPP1NPB1/R1BQ1RK1 b - - 1 10,52.0,c8e6
1319,r2q1rk1/pp3pp1/2nbbn1p/2p1p3/8/2NPB1PP/PPP1NPB1/R2Q1RK1 b - - 3 11,53.0,c6d4
1320,r2q1rk1/pp3pp1/3bbn1p/2p1p3/3n4/2NPB1PP/PPP1NPBK/R2Q1R2 b - - 5 12,85.0,a8c8
1321,r4rk1/pp3pp1/1q1bbn1p/2p1p3/3n4/2NPB1PP/PPP1NPBK/1R1Q1R2 b - - 7 13,93.0,a8d8
1322,r4rk1/1p3pp1/pq1bbn1p/2p1p3/3n4/2NPB1PP/PPPQNPBK/1R3R2 b - - 1 14,99.0,a8d8
1323,r4rk1/1pq2pp1/p2bbn1p/2p1p3/3n1P2/2NPB1PP/PPPQN1BK/1R3R2 b - - 0 15,62.0,a8e8
1324,r4rk1/1pq2pp1/p2bbn1p/2p1pn2/5P2/2NP2PP/PPPQNBBK/1R3R2 b - - 2 16,77.0,a8e8
1325,r4rk1/1pq2pp1/p2bbn2/2p1pn1p/4NP2/3P2PP/PPPQNBBK/1R3R2 b - - 1 17,-29.0,f6e4
1326,r4rk1/1pq2pp1/p2bb3/2p1pn1p/4PP2/6PP/PPPQNBBK/1R3R2 b - - 0 18,-97.0,f5d4
1327,r4rk1/1pq2pp1/p2bb3/2p1p2p/3NPP2/6PP/PPPQ1BBK/1R3R2 b - - 0 19,85.0,c5d4
1328,r4rk1/1pq2pp1/p2bb3/4pP1p/3pP3/6PP/PPPQ1BBK/1R3R2 b - - 0 20,78.0,e6a2
1329,r4rk1/1pq2pp1/p2b4/4pP1p/3pP3/6PP/bPPQ1BBK/1RR5 b - - 1 21,340.0,a2b1
1330,r4rk1/1pq2pp1/p2b1P2/4p2p/2bpP3/6PP/1PPQ1BBK/1RR5 b - - 0 22,67.0,g7f6
1331,r4rk1/1pq2p2/p2b1p1Q/4p2p/2bpP3/6PP/1PP2BBK/1RR5 b - - 1 23,84.0,f8e8
1332,r4rk1/1pq1bp2/p4p1Q/4p2p/2bpP3/5BPP/1PP2B1K/1RR5 b - - 3 24,46.0,c7c6
1333,r1r3k1/1pq1bp2/p4p1Q/4p2p/2bpP1P1/5B1P/1PP2B1K/1RR5 b - - 0 25,-88.0,e7f8
1334,r1r2bk1/1pq2p2/p4Q2/4p2p/2bpP1P1/5B1P/1PP2B1K/1RR5 b - - 0 26,117.0,c7e7
1335,r1r3k1/1pq2pb1/p7/4p1Qp/2bpP1P1/5B1P/1PP2B1K/1RR5 b - - 2 27,91.0,c7d8
1336,r1r3k1/1pq2pb1/p7/4p1Q1/2bpP1B1/7P/1PP2B1K/1RR5 b - - 0 28,51.0,c7d8
1337,r1rq2k1/1p3pb1/p7/4p2Q/2bpP1B1/7P/1PP2B1K/1RR5 b - - 2 29,69.0,d8f6
1338,r1r3k1/1p3pb1/p4q2/4pB1Q/2bpP3/7P/1PP2B1K/1RR5 b - - 4 30,80.0,f6h6
1339,r1r3k1/1p3pb1/p3bq2/4pB1Q/3pP3/7P/1PP2B1K/1R4R1 b - - 6 31,259.0,c8c2
1340,r1r3k1/1p3pb1/p4q2/4pP1Q/3p4/7P/1PP2B1K/1R4R1 b - - 0 32,259.0,c8c2
1341,r5k1/1p3pb1/p4q2/4pP1Q/3p4/7P/1Pr2BRK/1R6 b - - 1 33,260.0,g8f8
1342,2r3k1/1p3pb1/p4q2/4pP1Q/3p4/7P/1Pr2BRK/6R1 b - - 3 34,281.0,g8f8
1343,2r2k2/1p3pb1/p4q2/4pP1Q/3p3B/7P/1Pr3RK/6R1 b - - 5 35,309.0,f6h6
1344,2r2k2/1p3pb1/p6q/4pP2/3p2QB/7P/1Pr3RK/6R1 b - - 7 36,320.0,g7f6
1345,2r1k3/1p3pb1/p4P1q/4p3/3p2QB/7P/1Pr3RK/6R1 b - - 0 37,371.0,g7f6
1346,2r1k1Q1/1p3p2/p4b1q/4p3/3p3B/7P/1Pr3RK/6R1 b - - 1 38,496.0,e8e7
1347,2r3Q1/1p2kp2/p4B1q/4p3/3p4/7P/1Pr3RK/6R1 b - - 0 39,520.0,h6f6
1348,2r5/1p2kp1Q/p4q2/4p3/3p4/7P/1Pr3RK/6R1 b - - 1 40,615.0,f6f4
1349,2r5/1p2kp2/p5q1/4p3/3p3Q/7P/1Pr3RK/6R1 b - - 3 41,532.0,g6f6
1350,2r5/1p1k1p2/p5q1/4p3/3p4/7P/1Pr3RK/4Q1R1 b - - 5 42,559.0,g6f5
1351,2r5/1p1k1p2/p5q1/4p3/3p4/7P/1P4RK/4Q3 b - - 0 43,537.0,c8c2
1352,8/1p1k1p2/p5q1/4p3/3p4/7P/1PR4K/4Q3 b - - 0 44,554.0,g6c2
1353,8/1p1k1p2/p7/4p3/3p4/7P/1Pq5/4Q2K b - - 1 45,555.0,c2f5
1354,8/1p1k1p2/p7/4pq2/1Q1p4/7P/1P6/7K b - - 3 46,618.0,f5h3
1355,8/1p1k1p2/p7/4p3/1Q1p4/7P/1P5K/5q2 b - - 5 47,579.0,f1f2
1356,8/1p1k1p2/p7/4p3/1Q1p4/7P/1P3q2/7K b - - 7 48,598.0,f2f1
1357,8/1p1k1p2/p7/4p3/1Q1p4/5q1P/1P5K/8 b - - 9 49,644.0,d4d3
1358,8/1p1k1p2/p7/4p3/Q7/3p1q1P/1P5K/8 b - - 1 50,668.0,d7e7
1359,8/1p1k1p2/p1q5/4p3/6Q1/3p3P/1P5K/8 b - - 3 51,671.0,d7e8
1360,8/1pk2p2/p1q5/4pQ2/8/3p3P/1P5K/8 b - - 5 52,833.0,c6d5
1361,8/1pk2Q2/p1q5/4p3/8/7P/1P1p3K/8 b - - 0 53,862.0,c6d7
1362,8/1pkq4/p7/4p3/2Q5/7P/1P1p3K/8 b - - 2 54,1028.0,c7b8
1363,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-25.0,d7d5
1364,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,-18.0,e7e6
1365,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-22.0,g8f6
1366,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4,-16.0,c7c5
1367,rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 5 5,-9.0,e8g8
1368,rnbqk2r/ppp1bpp1/4pn1p/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 6,421.0,h6g5
1369,rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-2.0,e7e5
1370,rnbqkbnr/pppp1ppp/4p3/8/8/3PP3/PPP2PPP/RNBQKBNR b KQkq - 0 2,18.0,d7d5
1371,rnbqkbnr/ppp2ppp/4p3/3p4/5P2/3PP3/PPP3PP/RNBQKBNR b KQkq - 0 3,41.0,f8e7
1372,rnbqkb1r/ppp2ppp/4pn2/3p4/5P2/3PPN2/PPP3PP/RNBQKB1R b KQkq - 2 4,38.0,c7c5
1373,rnbqk2r/ppp1bppp/4pn2/3p4/5P2/3PPN2/PPP1B1PP/RNBQK2R b KQkq - 4 5,44.0,b7b5
1374,rnbq1rk1/ppp1bppp/4pn2/3p4/5P2/3PPN2/PPP1B1PP/RNBQ1RK1 b - - 6 6,43.0,b7b5
1375,rnbq1rk1/pp2bppp/4pn2/2ppN3/5P2/3PP3/PPP1B1PP/RNBQ1RK1 b - - 1 7,42.0,f6d7
1376,r1bq1rk1/pp2bppp/2n1pn2/2ppN3/5P2/3PPB2/PPP3PP/RNBQ1RK1 b - - 3 8,85.0,c6e5
1377,r1bq1rk1/pp1nbppp/2n1p3/2ppN3/3P1P2/4PB2/PPP3PP/RNBQ1RK1 b - - 0 9,119.0,d7e5
1378,r1b2rk1/ppqnbppp/2n1p3/2ppN3/3P1P2/2P1PB2/PP4PP/RNBQ1RK1 b - - 0 10,86.0,d7e5
1379,r1b2rk1/p1qnbppp/1pn1p3/2ppN3/3P1P2/2P1PB2/PP1N2PP/R1BQ1RK1 b - - 1 11,69.0,d7e5
1380,r4rk1/pbqnbppp/1pn1p3/2ppN3/3P1P2/2P1PBP1/PP1N3P/R1BQ1RK1 b - - 0 12,123.0,d7e5
1381,r4rk1/pbqnb1pp/1pN1pp2/2pp4/3P1P2/2P1PBP1/PP1N3P/R1BQ1RK1 b - - 0 13,38.0,b7c6
1382,r4rk1/p1qnb1pp/1pb1pp2/2pp4/3P1P2/2P1P1P1/PP1N2BP/R1BQ1RK1 b - - 1 14,55.0,f6f5
1383,r4rk1/p1qnb1pp/1pb1p3/2pp1p2/3P1P2/2P1PNP1/PP4BP/R1BQ1RK1 b - - 1 15,74.0,d7f6
1384,r4rk1/p1q1b1pp/1pb1pn2/2ppNp2/3P1P2/2P1P1P1/PP4BP/R1BQ1RK1 b - - 3 16,73.0,c6b5
1385,r4rk1/p1q3pp/1pbbpn2/2ppNp2/3P1P2/2P1P1P1/PP1B2BP/R2Q1RK1 b - - 5 17,91.0,d6e5
1386,r4rk1/p1q3pp/1pbbp3/2ppNp2/3PBP2/2P1P1P1/PP1B3P/R2Q1RK1 b - - 0 18,51.0,f5e4
1387,r4rk1/p1q3pp/1pbbp3/2p1Np2/3PpP2/2P1P1P1/PP1BQ2P/R4RK1 b - - 1 19,105.0,d6e5
1388,3r1rk1/p1q3pp/1pNbp3/2p2p2/3PpP2/2P1P1P1/PP1BQ2P/R4RK1 b - - 0 20,41.0,c7c6
1389,3r1rk1/p5pp/1pqbp3/2p2p2/2QPpP2/2P1P1P1/PP1B3P/R4RK1 b - - 1 21,59.0,g8f7
1390,3rr1k1/p5pp/1pqbp3/2p2p2/P1QPpP2/2P1P1P1/1P1B3P/R4RK1 b - - 0 22,44.0,d8c8
1391,3rr1k1/pq4pp/1p1bp3/2p2p2/P1QPpP2/2P1P1P1/1P1B3P/R2R2K1 b - - 2 23,36.0,h7h6
1392,2r1r1k1/pq4pp/1p1bp3/2p2p2/P2PpP2/2P1P1P1/1P1B3P/R2R1QK1 b - - 4 24,54.0,c8c7
1393,2r1r1k1/pq4pp/1p1bp3/5p2/P1pPpP2/2P1P1P1/1P1BQ2P/R2R2K1 b - - 1 25,34.0,c8c7
1394,2r1r1k1/1q4pp/pp1bp3/5p2/P1pPpPP1/2P1P3/1P1BQ2P/R2R2K1 b - - 0 26,28.0,b7d5
1395,2r1r1k1/1q5p/pp1bp1p1/5P2/P1pPpP2/2P1P3/1P1BQ2P/R2R2K1 b - - 0 27,52.0,e6f5
1396,2r1r1k1/1q5p/pp1b2p1/5p2/P1pPpP2/2P1P3/1P1BQ2P/R2R3K b - - 1 28,57.0,b7d5
1397,2r1r1k1/1q5p/p2b2p1/Pp3p2/2pPpP2/2P1P3/1P1BQ2P/R2R3K b - - 0 29,54.0,d6e7
1398,2r1r1k1/1q5p/p2b2p1/P4p2/1ppPpP2/2P1P3/1P1BQ2P/R1R4K b - - 1 30,63.0,d6f4
1399,2r1r1k1/1q5p/p2b2p1/P4p2/R1pPpP2/1pP1P3/1P1BQ2P/2R4K b - - 1 31,201.0,d6f4
1400,2r1r1k1/7p/p2b2p1/Pq3p2/R1pPpP2/1pP1P3/1P1BQ2P/R6K b - - 3 32,137.0,g8h8
1401,2r1r1k1/4b2p/p5p1/Pq3p2/R1pPpP2/1pP1P3/1P2Q2P/R3B2K b - - 5 33,101.0,g8h8
1402,2rbr1k1/7p/p5p1/Pq3p2/R1pPpP2/1pP1P1B1/1P2Q2P/R6K b - - 7 34,97.0,d8e7
1403,2rbr1k1/7p/p5p1/P2q1p2/R1pPpP2/1pP1P1B1/1P2Q2P/R5K1 b - - 9 35,94.0,d8e7
1404,2rb2k1/7p/p3r1p1/P2q1p2/R1pPpP2/1pP1P1B1/1P4QP/R5K1 b - - 11 36,93.0,d8e7
1405,2rb2k1/7p/p1r3p1/P2q1p2/R1pPpP2/1pP1P1B1/1P2Q2P/R5K1 b - - 13 37,122.0,c8b8
1406,1r1b2k1/7p/p1r3p1/P2q1p2/R1pPpP1P/1pP1P1B1/1P2Q3/R5K1 b - - 0 38,132.0,b8b5
1407,3b2k1/7p/p1r3p1/Pr1q1p1P/R1pPpP2/1pP1P1B1/1P2Q3/R5K1 b - - 0 39,136.0,g6h5
1408,3b2k1/7p/p1r3p1/R2q1p1P/2pPpP2/1pP1P1B1/1P2Q3/R5K1 b - - 0 40,90.0,d8a5
1409,6k1/7p/p1r3P1/b2q1p2/2pPpP2/1pP1P1B1/1P2Q3/R5K1 b - - 0 41,126.0,c6g6
1410,6k1/8/p1r3p1/b2q1p2/2pPpP1B/1pP1P3/1P2Q3/R5K1 b - - 1 42,2.0,a5c7
1411,3B2k1/8/p1r3p1/3q1p2/2pPpP2/1pP1P3/1P2Q3/R5K1 b - - 0 43,0.0,d5d8
1412,3q2k1/8/p1r3p1/5p2/R1pPpP2/1pP1P3/1P2Q3/6K1 b - - 1 44,82.0,d8h4
1413,6k1/8/p1r3p1/3q1p2/R1pPpP2/1pP1P3/1P4Q1/6K1 b - - 3 45,-9.0,d5d6
1414,6k1/8/2r3p1/p2q1pQ1/R1pPpP2/1pP1P3/1P6/6K1 b - - 1 46,-38.0,c6a6
1415,6k1/8/4r1p1/p2q1pQ1/R1pPpP2/1pP1P3/1P3K2/8 b - - 3 47,0.0,g8g7
1416,3Q2k1/8/4r1p1/pq3p2/R1pPpP2/1pP1P3/1P3K2/8 b - - 5 48,0.0,e6e8
1417,4r1k1/2Q5/6p1/pq3p2/R1pPpP2/1pP1P3/1P3K2/8 b - - 7 49,435.0,b5a4
1418,4r1k1/8/6p1/p1Q2p2/q1pPpP2/1pP1P3/1P3K2/8 b - - 1 50,471.0,e8d8
1419,4r1k1/8/6p1/p4p2/2QPpP2/1pP1P3/1P3K2/q7 b - - 0 51,535.0,g8g7
1420,4r2k/8/6p1/p4p2/3PpP2/1QP1P3/1P3K2/q7 b - - 0 52,511.0,a1h1
1421,4r2k/8/1Q4p1/5p2/p2PpP2/2P1P3/1P3K2/q7 b - - 1 53,409.0,a1h1
1422,4r2k/8/6Q1/5p2/3PpP2/p1P1P3/1P3K2/q7 b - - 0 54,944.0,a1b2
1423,4r2k/8/6Q1/5p2/3PpP2/p1P1P3/1q6/5K2 b - - 1 55,1481.0,b2c1
1424,4r2k/8/6Q1/1q3p2/3PpP2/p1P1P3/5K2/8 b - - 3 56,1489.0,b5b2
1425,7k/4r3/7Q/1q3p2/3PpP2/p1P1P3/5K2/8 b - - 5 57,837.0,h8g8
1426,6k1/4r3/6Q1/1q3p2/3PpP2/p1P1P3/5K2/8 b - - 7 58,,e7g7
1427,6k1/6r1/4Q3/1q3p2/3PpP2/p1P1P3/5K2/8 b - - 9 59,,g8h7
1428,2Q2k2/6r1/8/1q3p2/3PpP2/p1P1P3/5K2/8 b - - 11 60,1329.0,f8f7
1429,4qk2/6r1/8/2Q2p2/3PpP2/p1P1P3/5K2/8 b - - 13 61,1030.0,f8g8
1430,2Q2k2/4q1r1/8/5p2/3PpP2/p1P1P3/5K2/8 b - - 15 62,807.0,e7e8
1431,8/4qkr1/8/5p2/2QPpP2/p1P1P3/5K2/8 b - - 17 63,,f7g6
1432,8/4q1r1/Q5k1/5p2/3PpP2/p1P1P3/5K2/8 b - - 19 64,,g6h7
1433,8/6r1/5qk1/5p2/3PpP2/Q1P1P3/5K2/8 b - - 0 65,,f6h4
1434,8/6r1/6k1/5p2/3PpP1q/Q1P1P3/8/5K2 b - - 2 66,,g6h5
1435,8/4Q1r1/8/5p1k/3PpP1q/2P1P3/8/5K2 b - - 4 67,,h4h1
1436,8/4Q1r1/8/5p1k/3PpP2/2P1P3/4K3/7q b - - 6 68,,g7g2
1437,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,-22.0,d7d5
1438,rnbqkb1r/pppppppp/5n2/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,-19.0,d7d5
1439,rnbqkb1r/pppp1ppp/4pn2/8/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,-32.0,d7d5
1440,rnbqkb1r/ppp2ppp/4pn2/3p4/8/5NP1/PPPPPPBP/RNBQ1RK1 b kq - 1 4,-19.0,c7c5
1441,rnbqk2r/ppp1bppp/4pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b kq - 0 5,-27.0,e8g8
1442,rnbq1rk1/ppp1bppp/4pn2/3p4/2P5/1P3NP1/P2PPPBP/RNBQ1RK1 b - - 0 6,0.0,d5d4
1443,rnbq1rk1/p1p1bppp/1p2pn2/3p4/2P5/1P3NP1/PB1PPPBP/RN1Q1RK1 b - - 1 7,-9.0,c8b7
1444,rnbq1rk1/p3bppp/1p2pn2/2pp4/2P5/1P2PNP1/PB1P1PBP/RN1Q1RK1 b - - 0 8,-9.0,c8b7
1445,rn1q1rk1/pb2bppp/1p2pn2/2pp4/2P5/1PN1PNP1/PB1P1PBP/R2Q1RK1 b - - 2 9,-1.0,d8c8
